'Are'are;alu
Tabasco Nahuatl;nhc
Tabasco Zoque;zoq
Tabassaran;tab
Tabla;tnm
Tabo;knv
Tabriak;tzx
Tacahua Mixtec;xtt
Tacana;tna
Tachawit;shy
Tachelhit;shi
Tadaksahak;dsq
Tadyawan;tdy
Tae';rob
Tafi;tcd
Tagabawa;bgs
Tagakaulu Kalagan;klg
Tagal Murut;mvv
Tagalog;tl
Tagargrent;oua
Tagbanwa;tbw
Tagbu;tbm
Tagdal;tda
Tagish;tgx
Tagoi;tag
Tagwana Senoufo;tgw
Tahaggart Tamahaq;thv
Tahitian;ty
Tahltan;tht
Tai Dón;twh
Tai Daeng;tyr
Tai Dam;blt
Tai Do;tyj
Tai Hang Tong;thc
Tai Hongjin;tiz
Tai Laing;tjl
Tai Loi;tlq
Tai Long;thi
Tai Mène;tmp
Tai Nüa;tdd
Tai Pao;tpo
Tai Thanh;tmm
Tai Ya;cuu
Tai;taw
Taiap;gpn
Taikat;aos
Taimyr Pidgin Russian;crp-tpr
Tainae;ago
Taino;tnq
Tairuma;uar
Taita;dav
Taivoan;tvx
Taiwan Sign Language;tss
Taje;pee
Tajik;tg
Tajiki Arabic;abh
Tajio;tdj
Tajuasohn;tja
Takelma;tkm
Takestani;tks
Takia;tbc
Takua;tkz
Takuu;nho
Takwane;tke
Tal;tal
Tala;tak
Talaud;tld
Taliabu;tlv
Talieng;tdf
Talinga-Bwisi;tlj
Talise;tlr
Talodi;tlo
Taloki;tlk
Talondo';tln
Talossan;tzl
Talu;yta
Talur;ilw
Talysh;tly
Tama (Colombia);ten
Tamagario;tcg
Tamambo;mla
Taman (Indonesia);tmn
Taman (Myanmar);tcl
Tamanaku;tmz
Tamashek;tmh
Tamasheq;taq
Tamazola Mixtec;vmx
Tambas;tdk
Tambora;xxt
Tambotalo;tls
Tambunan Dusun;kzt
Tami;tmy
Tamil;ta
Tamki;tax
Tamnim Citak;tml
Tampias Lobu;low
Tampuan;tpu
Tampulma;tpm
Tanacross;tcb
Tanahmerah;tcm
Tanapag;tpv
Tanchangya;tnv
Tandaganon;tgn
Tandia;tni
Tanema;tnx
Tangale;tan
Tangchangya;tnv
Tangga;tgg
Tanggu;tgu
Tangkhul Naga;nmf
Tangko;tkx
Tanglang;ytl
Tangoa;tgp
Tangsa;nst
Tanguat;tbs
Tangut;txg
Tanimbili;tbe
Tanimuca-Retuarã;tnc
Tanjijili;uji
Tanudan Kalinga;kml
Tanzanian Sign Language;tza
Taos;twf
Tapeba;tbb
Tapei;afp
Tapieté;tpj
Tapirapé;taf
Tar Gula;kcm
Tara Baka;bdh
Tarantino;roa-tar
Tarao Naga;tro
Tarao;tro
Taraon;mhu
Tareng;tgr
Tariana;tae
Tarifit;rif
Tarjumo;txj
Tarok;yer
Taroko;trv
Tarpia;tpf
Tartessian;txr
Tasawaq;twq
Tashelhit;shi
Tasmanian;xtz
Tasmate;tmt
Tat;ttt
Tataltepec Chatino;cta
Tatana;txx
Tatar;tt
Tatuyo;tav
Tauade;ttd
Taulil;tuh
Taungyo;tco
Taupota;tpa
Tause;tad
Taushiro;trr
Tausug;tsg
Tauya;tya
Taveta;tvs
Tavoyan;tvn
Tavringer Romani;rmu
Tawala;tbo
Tawallammat Tamajaq;ttq
Tawandê;xtw
Tawang Monpa;twm
Tawara;twl
Taworta;tbp
Tawoyan;twy
Tawr Chin;tcp
Tay Boi;tas
Tay Khang;tnu
Tayabas Ayta;ayy
Tayart Tamajeq;thz
Tayo;cks
Taznatit;grr
Tboli;tbl
Tchitchege;tck
Tchumbuli;bqa
Te'un;tve
Teanu;tkw
Tebul Sign Language;tsy
Tebul Ure Dogon;dtu
Tecpatlán Totonac;tcw
Tedaga;tuq
Tedim Chin;ctd
Tee;tkq
Tefaro;tfo
Tegali;ras
Tehit;kps
Tehuelche;teh
Teiwa;twe
Tejalapan Zapotec;ztt
Teke-Ebo;ebo
Teke-Fuumu;ifm
Teke-Kukuya;kkw
Teke-Laali;lli
Teke-Nzikou;nzu
Teke-Tege;teg
Teke-Tsaayi;tyi
Teke-Tyee;tyx
Tektiteko;ttc
Tela-Masbuar;tvm
Telefol;tlf
Telugu;te
Teluti;tlt
Tem;kdh
Temacine Tamazight;tjo
Temascaltepec Nahuatl;nhv
Tembé;tqb
Teme;tdo
Temein;teq
Temi;soz
Temiar;tea
Temoaya Otomi;ott
Temoq;tmo
Tempasuk Dusun;tdu
Temuan;tmw
Ten'edn;tnz
Tenango Otomi;otn
Tene Kan Dogon;dtk
Tenggarong Kutai Malay;vkt
Tengger;tes
Tenharim;pah
Tenino;tqn
Tenis;tns
Tennet;tex
Teop;tio
Teor;tev
Tepecano;tep
Tepetotutla Chinantec;cnt
Tepeuxila Cuicatec;cux
Tepinapa Chinantec;cte
Tepo Krumen;ted
Ter Sami;sjt
Tera;ttr
Terebu;trb
Terei;buo
Tereno;ter
Teressa;tef
Tereweng;twg
Teribe;tfr
Terik;tec
Termanu;twu
Ternate;tft
Ternateño;tmg
Tese;keg
Teshenawa;twc
Tetela;tll
Tetelcingo Nahuatl;nhg
Tetete;teb
Tetserret;tez
Tetum;tet
Tetun Dili;tdt
Teutila Cuicatec;cut
Tewa;tew
Tewe;twx
Texcatepec Otomi;otx
Texistepec Popoluca;poq
Texmelucan Zapotec;zpz
Tezoatlán Mixtec;mxb
Tha;thy
Thachanadan;thn
Thado Chin;tcz
Thai Sign Language;tsq
Thai Song;soa
Thai;th
Thakali;ths
Thangal Naga;nki
Thangmi;thf
Thao;ssf
Tharaka;thk
Tharrgari;dhr
Thavung;thm
Thawa;xtv
Thayore;thd
Thaypan;typ
The;thx
Tho;tou
Thompson;thp
Thopho;ytp
Thracian;txh
Thu Lao;tyl
Thudam;thw
Thulung;tdh
Thurawal;tbh
Thuri;thu
Tiéfo;tiq
Tiéyaxo Bozo;boz
Tiagbamrin Aizi;ahi
Tiale;mnl
Tiang;tbj
Tibea;ngy
Tibetan;bo
Tichurong;tcn
Ticuna;tca
Tidaá Mixtec;mtx
Tidikelt Tamazight;tia
Tidong;tid
Tidore;tvo
Tiemacèwè Bozo;boo
Tiene;tii
Tifal;tif
Tigak;tgc
Tigon Mbembe;nza
Tigre;tig
Tigrinya;ti
Tii;txq
Tijaltepec Mixtec;xtl
Tikar;tik
Tikopia;tkp
Tilapa Otomi;otl
Tillamook;til
Tilquiapan Zapotec;zts
Tilung;tij
Tima;tms
Timbe;tim
Timne;tem
Timor Pidgin;tvy
Timucua;tjm
Timugon Murut;tih
Tinà Sambal;xsb
Tinani;lbf
Tindi;tin
Tingal;tie
Tingui-Boto;tgv
Tinigua;tit
Tinoc Kallahan;tne
Tinputz;tpz
Tippera;tpe
Tira;tic
Tirahi;tra
Tiranige Diga Dogon;tde
Tirax;mme
Tircul;pyx
Tiri;cir
Tiruray;tiy
Tita;tdq
Titan;ttv
Tiv;tiv
Tivi;tiv
Tiwa;lax
Tiwi;tiw
Tjurruru;tju
Tlachichilco Tepehua;tpt
Tlacoapa Me'phaa;tpl
Tlacoatzintepec Chinantec;ctl
Tlacolulita Zapotec;zpk
Tlahuica;ocu
Tlahuitoltepec Mixe;mxp
Tlamacazapa Nahuatl;nuz
Tlazoyaltepec Mixtec;mqh
Tlingit;tli
To'abaita;mlu
To;toz
Toaripi;tqo
Toba-Maskoy;tmf
Toba Batak;bbc
Toba;tob
Tobagonian Creole English;tgh
Tobanga;tng
Tobati;tti
Tobelo;tlb
Tobian;tox
Tobilung;tgb
Tobo;tbv
Tocantins Asurini;asu
Tocharian A;xto
Tocharian B;txb
Tocho;taz
Toda;tcx
Todrah;tdr
Tofa;kim
Tofanma;tlg
Tofin Gbe;tfi
Togbo-Vara Banda;tor
Togoyo;tgy
Tojolabal;toj
Tok Pisin;tpi
Toka-Leya;dov
Tokano;zuh
Tokelauan;tkl
Toki Pona;art-top
Toki Pona;tok
Toku-No-Shima;tkn
Tokunoshima;tkn
Tol;jic
Tolai;ksd
Tolaki;lbw
Tolomako;tlm
Tolowa;tol
Toma;tod
Tomadino;tdi
Tombelala;ttp
Tombonuo;txa
Tombulu;tom
Tomedes;toe
Tomini;txm
Tommo So Dogon;dto
Tommo So;dto
Tomo Kan Dogon;dtm
Tomoip;tqp
Tondano;tdn
Tonga (Malawi);tog
Tonga (Zambia);toi
Tonga;toi
Tongan;to
Tongwe;tny
Tonjon;tjn
Tonkawa;tqw
Tonsawang;tnw
Tonsea;txs
Tontemboan;tnt
Tooro;ttj
Topoiyo;toy
Toposa;toq
Torá;trz
Toraja-Sa'dan;sda
Toram;trj
Torau;ttu
Toro So Dogon;dts
Toro Tegu Dogon;dtt
Toro;tdv
Toromono;tno
Torona;tqr
Torres Strait Creole;tcs
Torricelli Yau;yyu
Torricelli;tei
Torwali;trw
Totela;ttl
Toto;txo
Totoli;txe
Totomachapan Zapotec;zph
Totontepec Mixe;mto
Totoro;ttk
Touo;tqu
Toura;neb
Towei;ttn
Translingual;mul
Traveller Danish;rmd
Traveller Norwegian;rmg
Traveller Scottish;trl
Tregami;trm
Tremembé;tme
Trió;tri
Trieng;stg
Trimuris;tip
Tring;tgq
Tringgus-Sembaan Bidayuh;trx
Trinidad and Tobago Sign Language;lst
Trinidadian Creole English;trf
Trinitario;trn
Truká;tka
Trumai;tpy
Ts'ün-Lao;tsl
Tsaangi;tsa
Tsafiki;cof
Tsakhur;tkr
Tsakonian;tsd
Tsakwambo;kvz
Tsamai;tsb
Tsat;huq
Tseku;tsk
Tsetsaut;txc
Tsez;ddo
Tshangla;tsj
Tshiluba;lua
Tsikimba;kdl
Tsimané;cas
Tsimshian;tsi
Tsishingini;tsw
Tso;ldp
Tsoa;hio
Tsogo;tsv
Tsonga;ts
Tsotsitaal;fly
Tsou;tsu
Tsucuba;cbq
Tsum;ttz
Tsuut'ina;srs
Tsuvadi;tvd
Tsuvan;tsh
Tswa;tsc
Tswana;tn
Tswapong;two
Tuamotuan;pmt
Tuareg;tmh
Tubar;tbu
Tucano;tuo
Tugen;tuy
Tugun;tzn
Tugutil;tuj
Tukang Besi North;khc
Tukang Besi South;bhq
Tuki;bag
Tukpa;tpq
Tukudede;tkd
Tukumanféd;tkf
Tula;tul
Tulehu;tlu
Tulishi;tey
Tulu-Bohuai;rak
Tulu;tcy
Tuma-Irumu;iou
Tumak;tmc
Tumari Kanuri;krt
Tumbuka;tum
Tumi;kku
Tumleo;tmq
Tumshuqese;xtq
Tumtum;tbr
Tumulung Sisaala;sil
Tumzabt;mzb
Tundra Enets;enh
Tundra Nenets;yrk
Tunen;baz
Tunen;tvu
Tungag;lcm
Tunggare;trt
Tunia;tug
Tunica;tun
Tunisian Arabic;aeb
Tunisian Sign Language;tse
Tunjung;tjg
Tunni;tqq
Tunzu;dza
Tuotomb;ttf
Tuparí;tpr
Tupinambá;tpn
Tupinikin;tpk
Tupuri;tui
Turaka;trh
Turi;trd
Turiwára;twt
Turka;tuz
Turkana;tuv
Turkic Khalaj;klj
Turkish Sign Language;tsm
Turkish;tr
Turkmen;tk
Turks and Caicos Creole English;tch
Turks And Caicos Creole English;tch
Turoyo;tru
Turumsa;tqm
Turung;try
Tuscarora;tus
Tutelo;tta
Tutong;ttg
Tutsa Naga;tvt
Tutuba;tmi
Tututepec Mixtec;mtu
Tututni;tuu
Tuvaluan;tvl
Tuvan;tyv
Tuwali Ifugao;ifk
Tuwari;tww
Tuwuli;bov
Tuxá;tud
Tuxináwa;tux
Tuyuca;tue
Twana;twa
Twendi;twn
Twi;tw
Tyap;kcg
Tyaraity;woa
Tz'utujil;tzj
Tzeltal;tzh
Tzotzil;tzo
U;uuu
Uab Meto;aoz
Uamué;uam
Uare;ksj
Ubaghara;byc
Ubang;uba
Ubi;ubi
Ubir;ubr
Ubykh;uby
Ucayali-Yurúa Ashéninka;cpb
Uda;uda
Udi;udi
Udihe;ude
Udmurt;udm
Uduk;udu
Ufim;ufi
Ugandan Sign Language;ugn
Ugaritic;uga
Ughele;uge
Ugong;ugo
Uhami;uha
Uisai;uis
Ujir;udj
Ukaan;kcf
Ukhwejo;ukh
Ukit;umi
Ukpe-Bayobiri;ukp
Ukpet-Ehom;akd
Ukrainian Sign Language;ukl
Ukrainian;uk
Ukue;uku
Ukuriguma;ukg
Ukwa;ukq
Ukwuani-Aboh-Ndoni;ukw
Ulau-Suain;svb
Ulch;ulc
Uldeme;udl
Ulithian;uli
Ullatan;ull
Ulukwumi;ulb
Ulumanda';ulm
Ulwa;ulw
Uma' Lasan;xky
Uma' Lung;ulu
Uma;ppk
Umanakaina;gdn
Umatilla;uma
Umbindhamu;umd
Umbrian;xum
Umbu-Ungu;ubu
Umbugarla;umr
Umbundu;umb
Umbuygamu;umg
Ume Sami;sju
Umeda;upi
Umiida;xud
Umiray Dumaget Agta;due
Umon;umm
Umotína;umo
Umpila;ump
Una;mtg
Unami;unm
Unas;art-una
Unde Kaili;unz
Undetermined;und
Uneapa;bbn
Uneme;une
Unggaranggu;xun
Unggumi;xgu
Unserdeutsch;uln
Unua;onu
Unubahe;unu
Uokha;uok
Upper Chehalis;cjh
Upper Grand Valley Dani;dna
Upper Guinea Crioulo;pov
Upper Kinabatangan;dmg
Upper Kuskokwim;kuu
Upper Necaxa Totonac;tku
Upper Saxon;sxu
Upper Sorbian;hsb
Upper Ta'oih;tth
Upper Tanana;tau
Upper Tanudan Kalinga;kgh
Upper Taromi;tov
Upper Umpqua;xup
Ura (Papua New Guinea);uro
Ura (Vanuatu);uur
Ura;uur
Uradhi;urf
Urak Lawoi';urk
Urali;url
Urapmin;urm
Urarina;ura
Urartian;xur
Urat;urt
Urdu;ur
Urhobo;urh
Uri;uvh
Urigina;urg
Urim;uri
Urimo;urx
Uripiv-Wala-Rano-Atchin;upv
Urningangg;urc
Uru-Eu-Wau-Wau;urz
Uru-Pa-In;urp
Uru;ure
Uruangnirin;urn
Uruava;urv
Urubú-Kaapor;urb
Uruguayan Sign Language;ugy
Urum;uum
Urumi;uru
Usaghade;usk
Usan;wnu
Usarufa;usa
Ushojo;ush
Usila Chinantec;cuc
Uspanteco;usp
Usui;usi
Utarmbung;omo
Ute;ute
Utu;utu
Uvbie;evh
Uya;usu
Uyajitaya;duk
Uyghur;ug
Uzbek;uz
Uzbeki Arabic;auz
Uzekwe;eze
Võro;vro
Vaagri Booli;vaa
Vafsi;vaf
Vaghat-Ya-Bijim-Legeri;bij
Vaghri;vgr
Vaghua;tva
Vagla;vag
Vai;vai
Vaiphei;vap
Vale;vae
Valencian Sign Language;vsv
Valle Nacional Chinantec;cvn
Valley Maidu;vmv
Valman;van
Valpei;vlp
Vamale;mkt
Vame;mlr
Vandalic;xvn
Vangunu;mpr
Vanimo;vam
Vanuma;vau
Vao;vao
Varhadi-Nagpuri;vah
Varhadi;vah
Varisi;vrs
Varli;vav
Vasavi;vas
Vasekela Bushman;vaj
Vayu;vay
Veddah;ved
Vehes;val
Vemgo-Mabas;vem
Venda;ve
Venetan;vec
Venetian;vec
Venetic;xve
Venezuelan Sign Language;vsl
Ventureño;veo
Veps;vep
Vera'a;vra
Vestinian;xvs
Vidunda;vid
Viemo;vig
Vietnamese;vi
Vilamovian;wym
Vilela;vil
Vili;vif
Villa Viciosa Agta;dyg
Vincentian Creole English;svc
Vinza;vin
Virgin Islands Creole;vic
Vishavan;vis
Viti;vit
Vitou;vto
Viya;gev
Vlax Romani;rmy
Volapük;vo
Volscian;xvo
Vono;kch
Voro;vor
Votic;vot
Vumbu;vum
Vunapu;vnp
Vunjo;vun
Vurës;msn
Vute;vut
Wè Northern;wob
Wè Southern;gxx
Wè Western;wec
Wára;tci
Wãpha;juw
Wa'ema;wag
Wa;wbm
Waama;wwa
Waamwang;wmn
Waata;ssn
Wab;wab
Wabo;wbb
Waboda;kmx
Waci Gbe;wci
Wadaginam;wdg
Waddar;wbq
Wadi Wadi;xwd
Wadikali;wdk
Wadiyara Koli;kxp
Wadjabangayi;wdy
Wadjiginy;wdj
Wadjigu;wdu
Wae Rana;wrx
Waffa;waj
Wagawaga;wgb
Wagaya;wga
Wagdi;wbr
Wageman;waq
Wagi;fad
Wahau Kayan;whu
Wahau Kenyah;whk
Wahgi;wgi
Waigali;wbk
Waigeo;wgo
Wailaki;wlk
Wailapa;wlr
Waima'a;wmh
Waimaha;bao
Waimiri-Atroari;atr
Waioli;wli
Waiwai;waw
Waja;wja
Wajarri;wbv
Wajuk;xwj
Waka;wav
Wakawaka;wkw
Wakhi;wbl
Wakoná;waf
Wala;lgl
Walak;wlw
Walamo;wal
Walangama;nlw
Wali (Ghana);wlx
Waling;wly
Walio;wla
Walla Walla;waa
Wallisian;wls
Walloon;wa
Walmajarri;wmt
Walo Kumbe Dogon;dwl
Walser;wae
Walungge;ola
Wam;wmo
Wamas;wmc
Wambaya;wmb
Wambon;wms
Wambule;wme
Wamey;cou
Wamin;wmi
Wampar;lbq
Wampur;waz
Wan;wan
Wané;hwa
Wanambre;wnb
Wanap;wnp
Wancho;nnp
Wanda;wbh
Wandala;mfi
Wandamen;wad
Wandarang;wnd
Wandji;wdd
Waneci;wne
Wangaaybuwan-Ngiyambaa;wyb
Wanggamala;wnm
Wangganguru;wgg
Wanggom;wng
Wangkayutyuru;wky
Wangkumara;xwk
Wanji;wbi
Wanman;wbt
Wannu;jub
Wano;wno
Wantoat;wnc
Wanukaka;wnk
Wanyi;wny
Wapan;juk
Wapishana;wap
Wappo;wao
War-Jaintia;aml
Wara;wbf
Warao;wba
Warapu;wra
Waray-Waray;war
Waray Sorsogon;srv
Waray;wrz
Wardaman;wrr
Wardandi;wxw
Warduji;wrd
Warekena;gae
Warembori;wsa
Wares;wai
Wari';pav
Waris;wrs
Waritai;wbe
Wariyangga;wri
Warji;wji
Warkay-Bipim;bgv
Warlmanpa;wrl
Warlpiri;wbp
Warluwara;wrb
Warnang;wrn
Waropen;wrp
Warrgamay;wgy
Warrwa;wwr
Waru;wru
Warumungu;wrm
Waruna;wrv
Warungu;wrg
Warwar Feni;hrw
Wasa;wss
Wasco-Wishram;wac
Wasembo;gsp
Washo;was
Waskia;wsk
Wastek;hus
Wasu;wsu
Watakataui;wtk
Watam;wax
Wathaurong;wth
Watiwa;wtf
Watubela;wah
Waube;kop
Wauja;wau
Waurá;wau
Wauyai;wuy
Wawa;www
Wawonii;wow
Waxiang;wxa
Waxianghua;wxa
Wayampi;oym
Wayana;way
Wayanad Chetti;ctt
Wayoró;wyr
Wayuu;guc
Wedau;wed
Weh;weh
Welaung;weu
Weliki;klh
Welsh Romani;rmw
Welsh;cy
Wemba-Wemba;xww
Weme Gbe;wem
Wendat;wdt
Wergaia;weg
Weri;wer
Wersing;kvw
West-Central Limba;lia
West Albay Bikol;fbl
West Ambae;nnd
West Berawan;zbw
West Central Banda;bbp
West Central Oromo;gaz
West Coast Bajau;bdr
West Damar;drn
West Flemish;vls
West Frisian;fy
West Kewa;kew
West Lembata;lmj
West Makian;mqs
West Masela;mss
West Tarangan;txn
West Uvean;uve
West Yugur;ybe
Western Apache;apw
Western Arrernte;are
Western Balochi;bgn
Western Bolivian Guaraní;gnw
Western Bru;brv
Western Bukidnon Manobo;mbb
Western Canadian Inuktitut;ikt
Western Cham;cja
Western Dani;dnw
Western Durango Nahuatl;azn
Western Fijian;wyy
Western Gurung;gvr
Western Highland Chatino;ctp
Western Huasteca Nahuatl;nhw
Western Juxtlahuaca Mixtec;jmx
Western Kanjobal;knj
Western Karaboro;kza
Western Katu;kuf
Western Kayah;kyu
Western Keres;kjq
Western Krahn;krw
Western Lalu;ywl
Western Lawa;lcp
Western Magar;mrd
Western Maninkakan;mlq
Western Mari;mrj
Western Mashan Hmong;hmw
Western Meohang;raf
Western Muria;mut
Western Neo-Aramaic;amw
Western Niger Fulfulde;fuh
Western Ojibwa;ojw
Western Panjabi;pnb
Western Parbate Kham;kjl
Western Penan;pne
Western Persian;pes
Western Pwo;pwo
Western Sisaala;ssl
Western Subanon;suc
Western Tamang;tdg
Western Tawbuid;twb
Western Totonac;tqt
Western Tunebo;tnb
Western Xiangxi Miao;mmr
Western Xwla Gbe;xwl
Western Yugur;ybe
Wewaw;wea
Weyewa;wew
Weyto;woy
White Gelao;giw
White Hmong;mww
White Lachi;lwh
Whitesands;tnp
Wiarumus;tua
Wichí Lhamtés Güisnay;mzh
Wichí Lhamtés Nocten;mtp
Wichí Lhamtés Vejoz;wlv
Wichita;wic
Wik-Epa;wie
Wik-Iiyanh;wij
Wik-Keyangan;wif
Wik-Me'anha;wih
Wik-Mungkan;wim
Wik-Ngathana;wig
Wikalkan;wik
Wikngenchera;wua
Wilawila;wil
Winnebago;win
Wintu;wit
Wintu;wnw
Winyé;kst
Wipi;gdr
Wiradhuri;wrh
Wiradjuri;wrh
Wiraféd;wir
Wirangu;wgu
Wirangu;wiw
Wiru;wiu
Wiwa;mbp
Wiyot;wiy
Woccon;xwc
Wogamusin;wog
Wogeo;woc
Woi;wbw
Woiwurrung;wyi
Wojenaka;jod
Wolane;wle
Wolani;wod
Wolaytta;wal
Woleaian;woe
Wolio;wlo
Wolof;wo
Womo;wmx
Wongo;won
Woods Cree;cwd
Woria;wor
Worimi;kda
Worodougou;jud
Worora;unp
Wotapuri-Katarqalai;wsv
Wotjobaluk;xwt
Wotu;wtw
Woun Meu;noa
Written Oirat;xwo
Wu;wuu
Wuding-Luquan Yi;ywq
Wudu;wud
Wuliwuli;wlu
Wulna;wux
Wumboko;bqm
Wumbvu;wum
Wumeng Nasu;ywu
Wunai Bunu;bwn
Wunambal;wub
Wurrugu;wur
Wusa Nasu;yig
Wushi;bse
Wusi;wsi
Wutung;wut
Wutunhua;wuh
Wuvulu-Aua;wuv
Wyandot;wya
Xârâcùù;ane
Xârâgurè;axx
Xaasongaxango;kao
Xadani Zapotec;zax
Xakriabá;xkr
Xamtanga;xan
Xanaguía Zapotec;ztg
Xaragure;axx
Xavante;xav
Xerénte;xer
Xetá;xet
Xhosa;xh
Xiandao;xia
Xiang;hsn
Xibe;sjo
Xicotepec de Juárez Totonac;too
Xicotepec De Juárez Totonac;too
Xinca;xin
Xingú Asuriní;asn
Xipaya;xiy
Xipináwa;xip
Xiri;xii
Xiriâna;xir
Xishanba Lalo;ywt
Xokleng;xok
Xukurú;xoo
Xwela Gbe;xwe
Yámana;yag
Yaa;iyx
Yaaku;muu
Yabaâna;ybn
Yabarana;yar
Yaben;ybm
Yabong;ybo
Yabula Yabula;yxy
Yace;ekr
Yaeyama;rys
Yafi;wfg
Yagara;yxg
Yagaria;ygr
Yagnobi;yai
Yagomi;ygm
Yagua;yad
Yagwoia;ygw
Yahadian;ner
Yahang;rhp
Yahuna;ynu
Yaka (Central African Republic);axk
Yaka;yaf
Yakaikeke;ykk
Yakan;yka
Yakima;yak
Yakkha;ybh
Yakoma;yky
Yakut;sah
Yalálag Zapotec;zpu
Yala;yba
Yalahatan;jal
Yalakalore;xyl
Yalarnnga;ylr
Yale;nce
Yaleba;ylb
Yalunka;yal
Yamap;ymp
Yamba;yam
Yambes;ymb
Yambeta;yat
Yamdena;jmd
Yameo;yme
Yami;tao
Yaminahua;yaa
Yamongeri;ymg
Yamphe;yma
Yamphu;ybi
Yan-nhangu;jay
Yana;ynn
Yanda Dogon;dym
Yanda Dom Dogon;dym
Yanda;yda
Yandjibara;xyb
Yandruwandha;ynd
Yanesha';ame
Yang Zhuang;zyg
Yangben;yav
Yangbye;ybd
Yangho;ynh
Yangkam;bsx
Yangman;jng
Yango;yng
Yangulam;ynl
Yangum Dey;yde
Yangum Gel;ygl
Yangum Mon;ymo
Yankunytjatjara;kdd
Yanomámi;wca
Yanomam;wca
Yanomamö;guu
Yansi;yns
Yanyuwa;jao
Yao;yao
Yaosakor Asmat;asy
Yaouré;yre
Yapese;yap
Yapunda;yev
Yaqay;jaq
Yaqui;yaq
Yarí;yri
Yarawata;yrw
Yardliyawarra;yxi
Yardliyawarra;yxl
Yareba;yrb
Yareni Zapotec;zae
Yarli;yxl
Yarluyandi;yry
Yarsun;yrs
Yasa;yko
Yassic;ysc
Yatay;yty
Yatee Zapotec;zty
Yatzachi Zapotec;zav
Yaul;yla
Yauma;yax
Yaur;jau
Yautepec Zapotec;zpb
Yavitero;yvt
Yawa;yva
Yawalapití;yaw
Yawanawa;ywn
Yawarawarga;yww
Yaweyuha;yby
Yawijibaya;jbw
Yawiyo;ybx
Yawuru;ywr
Yay;pcc
Yaygir;xya
Yazghulami;yah
Yazgulyam;yah
Ye'kwana;mch
Yecuatla Totonac;tlc
Yei;jei
Yekhee;ets
Yekora;ykr
Yela;yel
Yele;yle
Yelmek;jel
Yelogu;ylg
Yemaek;hmk
Yemba;ybb
Yemeni Arabic;ayn
Yemsa;jnj
Yendang;yen
Yeni;yei
Yeniche;yec
Yenish;yec
Yerakai;yra
Yeretuar;gop
Yerong;yrn
Yerukula;yeu
Yeskwa;yes
Yessan-Mayo;yss
Yetfa;yet
Yevanic;yej
Yeyi;yey
Yiddish Sign Language;yds
Yiddish;yi
Yidgha;ydg
Yidiny;yii
Yil;yll
Yilan Creole;ycr
Yimas;yee
Yimchungru Naga;yim
Yinbaw Karen;kvu
Yinchia;yin
Yindjibarndi;yij
Yindjilandji;yil
Yine;pib
Yinggarda;yia
Yinhawangka;ywg
Yiningayi;ygi
Yintale Karen;kvy
Yinwum;yxm
Yir-Yoront;yiy
Yirandali;ljw
Yis;yis
Yitha Yitha;xth
Yiwom;gek
Yoba;yob
Yocoboué Dida;gud
Yogad;yog
Yoidik;ydk
Yoke;yki
Yokuts;yok
Yola;yol
Yolmo;scp
Yoloxochitl Mixtec;xty
Yom;pil
Yombe;yom
Yonaguni;yoi
Yong;yno
Yongbei Zhuang;zyb
Yongkom;yon
Yongnan Zhuang;zyn
Yopno;yut
Yora;mts
Yoron;yox
Yorta Yorta;xyy
Yoruba;yo
Yos;yos
Yosondúa Mixtec;mpm
Youjiang Zhuang;zyj
Youle Jinuo;jiu
Younuo Bunu;buh
Yout Wam;ytw
Yoy;yoy
Yuaga;nua
Yuanga;nua
Yucatec Maya Sign Language;msd
Yucatec Maya;yua
Yuchi;yuc
Yucuañe Mixtec;mvg
Yucuna;ycn
Yug;yug
Yugambal;yub
Yugh;yuu
Yugoslavian Sign Language;ysl
Yugul;ygu
Yuhup;yab
Yuki;yuk
Yukpa;yup
Yukuben;ybl
Yulu;yul
Yuma;yum
Yup'ik;esu
Yuqui;yuq
Yuracare;yuz
Yurok;yur
Yuru;ljx
Yurutí;yui
Yutanduchi Mixtec;mab
Yuwana;yau
Yuyu;yxu
Záparo;zro
Zaachila Zapotec;ztx
Zabana;kji
Zacatepec Chatino;ctz
Zacatlán-Ahuacatlán-Tepetzintla Nahuatl;nhi
Zaghawa;zag
Zaiwa;atb
Zakhring;zkr
Zambian Sign Language;zsl
Zamboanga Chavacano;cbk-zam
Zan Gula;zna
Zanaki;zak
Zande;zne
Zangskari;zau
Zangwal;zah
Zaniza Zapotec;zpw
Zapotec;zap
Zaramo;zaj
Zari;zaz
Zarma;dje
Zarphatic;zrp
Zauzou;zal
Zay;zwa
Zayein Karen;kxk
Zayse-Zergulla;zay
Zazaki;zza
Zazao;jaj
Zealandic;zea
Zeem;zua
Zemba;dhm
Zeme Naga;nzm
Zemgalian;xzm
Zenag;zeg
Zenaga;zen
Zenzontepec Chatino;czn
Zhaba;zhb
Zhang-Zhung;xzh
Zhire;zhi
Zhoa;zhw
Zhuang;za
Zia;zia
Zialo;zil
Zigula;ziw
Zimakani;zik
Zimba;zmb
Zimbabwe Sign Language;zib
Zinza;zin
Zire;sih
Zirenkel;zrn
Ziriya;zir
Zizilivakan;ziz
Zo'é;pto
Zokhuo;yzk
Zoogocho Zapotec;zpq
Zoroastrian Dari;gbz
Zotung Chin;czt
Zou;zom
Zulgo-Gemzek;gnd
